회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,항목코드,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,단기금융상품,매출채권 및 기타유동채권,매출채권,대손충당금,단기금융리스채권,대손충당금,단기이연대출부대수익,대손충당금,단기미수금,대손충당금,공사미수금,대손충당금,분양미수금,대손충당금,대행미수금,대손충당금,단기미수수익,대손충당금,단기보증금자산,대손충당금,단기선급금,대손충당금,부가가치세대급금,단기선급비용,대손충당금,단기선급공사원가,대손충당금,단기임차보증금,대손충당금,단기공사유보금,유동회생채권,단기미청구공사,대손충당금,유동계약자산,단기대여금,대손충당금,당기법인세자산,재고자산,원재료,평가충당금,시험재료,평가충당금,상품,평가충당금,소모품,평가충당금,재공품,평가충당금,제품,평가충당금,반제품,평가충당금,저장품,평가충당금,미착품,평가충당금,부산물,평가충당금,완성주택,평가충당금,용지,평가충당금,기타재고,평가충당금,기타유동금융자산,유동매도가능금융자산,유동 기타포괄손익-공정가치 측정 금융자산,유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,유동만기보유금융자산,유동 상각후원가 측정 금융자산,유동단기매매금융자산,유동 당기손익-공정가치 의무 측정 금융자산,유동당기손익인식지정금융자산,유동 당기손익-공정가치 측정 지정 금융자산,유동파생상품자산,유동확정계약자산,유동생물자산,정부보조금,감가상각누계액,손상차손누계액,기타유동자산,유동배출권,정부보조금,손상차손누계액,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,장기금융상품,장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금,장기금융리스채권,현재가치할인차금,대손충당금,장기이연대출부대손익,현재가치할인차금,대손충당금,장기미수금,현재가치할인차금,대손충당금,장기공사미수금,현재가치할인차금,대손충당금,장기분양미수금,현재가치할인차금,대손충당금,장기대행미수금,현재가치할인차금,대손충당금,장기미수수익,현재가치할인차금,대손충당금,장기보증금자산,현재가치할인차금,대손충당금,장기선급금,현재가치할인차금,대손충당금,장기선급비용,현재가치할인차금,대손충당금,장기대여금,현재가치할인차금,대손충당금,장기임차보증금,현재가치할인차금,대손충당금,장기미청구공사,현재가치할인차금,대손충당금,비유동계약자산,장기공사유보금,현재가치할인차금,대손충당금,비유동회생채권,유형자산,토지,정부보조금,손상차손누계액,건물,정부보조금,감가상각누계액,손상차손누계액,건물부대설비,정부보조금,감가상각누계액,손상차손누계액,시설물,정부보조금,감가상각누계액,손상차손누계액,구축물,정부보조금,감가상각누계액,손상차손누계액,기계장치,정부보조금,감가상각누계액,손상차손누계액,차량운반구,정부보조금,감가상각누계액,손상차손누계액,공급설비,정부보조금,감가상각누계액,손상차손누계액,전산장비/전산설비,정부보조금,감가상각누계액,손상차손누계액,공구와기구,정부보조금,감가상각누계액,손상차손누계액,금융리스자산,정부보조금,감가상각누계액,손상차손누계액,사용권자산,임차구축물,정부보조금,감가상각누계액,손상차손누계액,집기,정부보조금,감가상각누계액,손상차손누계액,사무용비품,정부보조금,감가상각누계액,손상차손누계액,유형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,건설중인자산,정부보조금,손상차손누계액,렌탈자산,정부보조금,감가상각누계액,손상차손누계액,선박,정부보조금,감가상각누계액,손상차손누계액,기타유형자산,정부보조금,감가상각누계액,손상차손누계액,투자부동산,정부보조금,감가상각누계액,손상차손누계액,영업권,손상차손누계액,영업권 이외의 무형자산,브랜드명,정부보조금,감가상각누계액,손상차손누계액,무형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,제호와 출판표제,정부보조금,감가상각누계액,손상차손누계액,컴퓨터소프트웨어,정부보조금,감가상각누계액,손상차손누계액,라이선스와 프랜차이즈,정부보조금,감가상각누계액,손상차손누계액,"저작권, 특허권, 기타 산업재산권, 용역운영권",정부보조금,감가상각누계액,손상차손누계액,"조리법, 공식, 모형, 설계 및 시제품",정부보조금,감가상각누계액,손상차손누계액,실용신안권,정부보조금,감가상각누계액,손상차손누계액,전신전화가입권,정부보조금,감가상각누계액,손상차손누계액,완성프로그램,정부보조금,감가상각누계액,손상차손누계액,미완성프로그램,정부보조금,감가상각누계액,손상차손누계액,사용수익기부자산,정부보조금,감가상각누계액,손상차손누계액,전산자동화개발,정부보조금,감가상각누계액,손상차손누계액,차지권,정부보조금,감가상각누계액,손상차손누계액,채굴권,정부보조금,감가상각누계액,손상차손누계액,토지사용권,정부보조금,감가상각누계액,손상차손누계액,개발 중인 무형자산,정부보조금,손상차손누계액,비유동배출권,정부보조금,손상차손누계액,기타무형자산,정부보조금,감가상각누계액,손상차손누계액,기타비유동금융자산,비유동매도가능금융자산,비유동 기타포괄손익-공정가치 측정 금융자산,비유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,비유동만기보유금융자산,비유동 상각후원가 측정 금융자산,비유동당기손익인식금융자산,비유동 당기손익-공정가치 측정 지정 금융자산,비유동 당기손익-공정가치 의무 측정 금융자산,비유동확정계약자산,비유동파생상품자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",종속기업에 대한 투자자산,조인트벤처에 대한 투자자산,관계기업에 대한 투자자산,지분법적용 투자지분,비유동생물자산,정부보조금,감가상각누계액,손상차손누계액,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,단기임대보증금,단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,투자선수금,단기이연수익,단기선수수익,단기선수임대료,단기차입금,유동성장기차입금,유동성장기미지급금,유동성사채,유동성전환사채,유동성신주인수권부사채,유동성전환상환우선주부채,유동성교환사채,유동성금융리스부채,유동리스부채,유동회생채무,미지급법인세,당기법인세부채,기타유동금융부채,유동단기매매금융부채,유동 단기매매정의 충족 금융부채,유동당기손익인식지정금융부채,유동 당기손익-공정가치 측정 지정 금융부채,유동 상각후원가 측정 금융부채,유동금융보증부채,유동파생상품부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,현재가치할인차금,장기초과청구공사,비유동계약부채,장기미지급금,현재가치할인차금,장기미지급비용,현재가치할인차금,장기임대보증금,현재가치할인차금,장기기타보증금,현재가치할인차금,장기예수금,현재가치할인차금,장기예수보증금,현재가치할인차금,장기선수금,현재가치할인차금,장기공사선수금,현재가치할인차금,장기이연수익,현재가치할인차금,장기선수수익,장기선수임대료,현재가치할인차금,장기차입금,현재가치할인차금,사채,사채상환할증금,사채할인발행차금,사채할증발행차금,전환사채,전환사채상환할증금,전환사채전환권조정,전환사채할인발행차금,전환사채할증발행차금,신주인수권부사채,신주인수권부사채상환할증금,신주인수권부사채할인발행차금,신주인수권부사채할증발행차금,전환상환우선주부채,전환상환우선주부채상환할증금,전환상환우선주부채할인발행차금,전환상환우선주부채할증발행차금,교환사채,교환사채상환할증금,교환사채전환권조정,교환사채할인발행차금,교환사채할증발행차금,비유동금융리스부채,비유동리스부채,비유동회생채무,기타비유동금융부채,비유동당기손익인식금융부채,비유동 단기매매정의 충족 금융부채,비유동 당기손익-공정가치 측정 지정 금융부채,비유동 상각후원가 측정 금융부채,비유동금융보증부채,비유동파생상품부채,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],지배기업의 소유주에게 귀속되는 자본,자본금,보통주자본금,우선주자본금,자본잉여금,주식발행초과금,감자차익,자기주식처분이익,전환권대가,신주인수권대가,교환권대가,기타자본잉여금,기타자본구성요소,신주청약증거금,주식할인발행차금,자기주식,감자차손,자기주식처분손실,주식선택권,미가득주식,출자전환채무,기타자본조정,기타포괄손익누계액,재평가잉여금,확정급여제도의 재측정손익,매도가능금융자산평가이익,매도가능금융자산평가손실,기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,기타포괄손익-공정가치 측정 금융자산 평가손실 적립금,지분상품투자에 대한 위험회피수단 평가이익 적립금,지분상품투자에 대한 위험회피수단 평가손실 적립금,옵션의 시간가치 변동 적립금,선도계약의 선도요소 가치 변동 적립금,외화베이시스스프레드 변동 적립금,지분상품투자 평가이익 적립금,지분상품투자 평가손실 적립금,신용위험 변동에 의한 금융부채 공정가치 변동 적립금,해외사업환산이익,해외사업환산손실,현금흐름위험회피파생상품평가이익,현금흐름위험회피파생상품평가손실,지분법기타포괄손익변동,이익잉여금(결손금),이익준비금,기타법정적립금,임의적립금,미처분이익잉여금(미처리결손금),비지배지분,자본총계,자본과부채총계
[072870],메가스터디,코스닥시장상장법인,581.0,"서적, 잡지 및 기타 인쇄물 출판업",12.0,2019-12-31,사업보고서,,,147367165952.0,61596712960.0,,,,19200000000.0,5457110016.0,15555203072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3211356160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986761216.0,,,1014400000.0,,26135418880.0,,,,,,,,,1547402368.0,,,,,6299187712.0,232187052032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27431761920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10455813120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50578083840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13050699776.0,,,,47089258496.0,,,,,,,,28919855104.0,,,,,,,,48866045952.0,,,,,,3834974720.0,,1957580032.0,379554201600.0,,64652722176.0,8155940352.0,4048218624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6117313536.0,,,2355236608.0,7451168768.0,,,,,,,,,3193380352.0,,,,,,,,,,,,22330000.0,29986670592.0,,17275590656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451382784.0,,5136406016.0,,,,,,,,506618432.0,128347216.0,,,,,,,,,,,206514480.0,,,,,7663423488.0,182897696.0,,81928314880.0,,266614177792.0,5960479744.0,,,,,,,,,,,-918055040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261925371904.0,,,,,31011725312.0,297625911296.0,379554201600.0
[215200],메가스터디교육,코스닥시장상장법인,855.0,일반 교습 학원,12.0,2019-12-31,사업보고서,,,90650238976.0,6564752384.0,,,,,,22530535424.0,,,,,,3249216256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,756180.0,6860151296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34755162112.0,,,,,,,,,,,,,,,,16689666048.0,,,,,,342166175744.0,,47499997184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177577689088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31339978752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535157760.0,,,,,,48654135296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8619976704.0,,,,,,,,,,,,,,,,,,,,,,3516212224.0,,20423028736.0,432816422912.0,,147571802112.0,31295537152.0,12675986432.0,,,,,,,,,,,,,,,,,66780147712.0,,1234303232.0,,,,,,,,,15529914368.0,,,6857594880.0,,,,,,,,,,3139732992.0,,,,,,,,,,,,,10058579968.0,,34687545344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15466533888.0,,,,,,,,,,,281509696.0,,,,,,,,,,,,2977054720.0,,,,,15962447872.0,,182259335168.0,,246773547008.0,1182188032.0,,,158616240128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86975119360.0,,,,,3783533824.0,250557087744.0,432816422912.0
[133750],메가엠디,코스닥시장상장법인,855.0,일반 교습 학원,12.0,2019-12-31,사업보고서,,,36953382912.0,21415026688.0,,,,,2771919104.0,,,7030577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942797248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10995903488.0,,,,,,,,,,,,,,,,820707136.0,,,,,,71367622656.0,,,,,,2981416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482091520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10088138752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4263755776.0,,,,6985600512.0,,3017327616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38942482432.0,,,,,,,,,,,190416528.0,,,,,,,,,,,1584515200.0,,1810314496.0,108321005568.0,,46062510080.0,5445208576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5848202240.0,,,1303633024.0,2681309184.0,,,,,,,,,3167031296.0,,,,,,,,,,,,,27617124352.0,,4931006464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346400512.0,,1096989568.0,,,,,,,,415936320.0,,,,,,,,,,,,,,,190416528.0,,,71680304.0,,50993516544.0,,57359106048.0,11548538880.0,,,13279622144.0,,,,,,,,-1361116416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33892063232.0,,,,,-31613164.0,57327493120.0,108321005568.0
[041920],메디아나,코스닥시장상장법인,271.0,의료용 기기 제조업,12.0,2019-12-31,사업보고서,,,37858725888.0,15785740288.0,,,,,,9841657856.0,,104850344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9795411968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1518370560.0,,,,,,,,,,,,,,,,405104160.0,,,,,,26901798912.0,,,,,,370047968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12458705920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7492332032.0,,,,,,2047781504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769259520.0,1772220032.0,,,,,,,,,,,,,,,,,,,,,991452224.0,,,64760524800.0,,6771698688.0,,2556505344.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,64306492.0,,,1045100928.0,1472795776.0,,,,,,,16314208.0,,750875776.0,,,,,,,,,,,,,865800256.0,,1051319424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67388816.0,,188772960.0,,,,,,,,,,,,,,,,,,,,795157696.0,,,,,,,,7823017984.0,,56937504768.0,4325248000.0,,,,10446558208.0,,,,,,,636046720.0,,,,,,,,,,3515554560.0,,,,,,,,,,,,,,,,,,,,38014099456.0,,,,,,56937504768.0,64760524800.0
[014100],메디앙스,코스닥시장상장법인,204.0,기타 화학제품 제조업,12.0,2019-12-31,사업보고서,,,41449537536.0,13697568768.0,,,,,11354077184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16157224960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77396416.0,,,,,,,,,,,,,,,,,,,,,,109565796352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49682644992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73560384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14628676608.0,,,,,,1252084864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360555776.0,0.0,441446464.0,,,,,,,,,,,63943356.0,,,,,,,,,2784723456.0,,6829428.0,151015342080.0,,28880400384.0,7172154368.0,,,,,,,,,,,,,,,,,,,,1288484736.0,5925000192.0,,,,,,,,75827040.0,,,5380435456.0,1219115136.0,,,,,,,,,,,,,,,,,,,,,,7819383296.0,,40423624704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21012500480.0,,,,,,,,,,,,,,,,,,,,,,,,,4206993.0,,4034461440.0,,,,,1536081792.0,,,,,,,,,,,,,,,4661168128.0,,,,,9175205888.0,,,69304025088.0,,81711308800.0,5900000256.0,,,2750340096.0,,,,,,,,-3583089408.0,,,,,,,,,,-393587584.0,,,,,,,,,,,,,,,,,,,,77037649920.0,,,,,0.0,81711308800.0,151015342080.0
[086900],메디톡스,코스닥시장상장법인,211.0,기초 의약물질 및 생물학적 제제 제조업,12.0,2019-12-31,사업보고서,,,120029585408.0,20016777216.0,,,,3500000000.0,61270482944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505442304.0,29332107264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404771328.0,,,,,,301499908096.0,50000000.0,1401628288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186481704960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761474880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50983526400.0,,,,,,22302674944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13294607360.0,0.0,2074598656.0,,,,,11220008960.0,,,0.0,,,15368997888.0,,12432126976.0,2936870656.0,,,,,,10596396032.0,,258903552.0,421529518080.0,,136347754496.0,24996603904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206244352.0,102664036352.0,,,,,101497077760.0,,1166961920.0,,,,,,,,,,,,,,,7480864768.0,,22500986880.0,2078808704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177839680.0,,,,177839680.0,,0.0,,,,,,,,,,,,,,2621318656.0,,,,,,17623019520.0,,158848745472.0,,259147907072.0,2907545088.0,,,23621748736.0,,,,,,,,-70400778240.0,,,,,,,,,,-1555070336.0,,,,,,,,,,,,,,,,,,,,304574464000.0,,,,,3532850176.0,262680756224.0,421529518080.0
[047920],메디포럼제약,코스닥시장상장법인,701.0,자연과학 및 공학 연구개발업,12.0,2019-12-31,사업보고서,,,29018187776.0,2743840512.0,,,,1310000000.0,,7910068736.0,,,,,,130310600.0,,,,,,,,25835000.0,,,,89901888.0,,31647.0,47232076.0,,,,,,,,,,,,,,5647885312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11109131264.0,,,,,,,,3949270.0,,,,,,16827681792.0,46500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,62055872.0,,,,,,20067980.0,,,,,,,,,,,,,,,,,12968893440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345935616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075958784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100000000.0,,,,,,,,,,,,,,,,,,,,208270224.0,,,45845868544.0,,23091634176.0,,2404327168.0,,,1102293376.0,,4593468416.0,,,,,,,110682064.0,,,,,,,1200000000.0,780000000.0,,0.0,7257919488.0,,,,426664736.0,,,,0.0,0.0,,,,,,,3494767104.0,,,,,,1332456576.0,,,,,,,,,389054592.0,,4851340800.0,,,,,,151408960.0,,,,,,,,,,,,,,,,,,,,,1580000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1953514240.0,,,,,,,,,,,,,,,,,,,,,,,1166417792.0,,,,,0.0,,,27942975488.0,,17902893056.0,6924186624.0,,,,7623567360.0,,,,,,,2140457472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214682624.0,,,,,0.0,17902893056.0,45845868544.0
[078160],메디포스트,코스닥시장상장법인,211.0,기초 의약물질 및 생물학적 제제 제조업,12.0,2019-12-31,사업보고서,,,91227136000.0,11909990400.0,,,,4319309312.0,10200489984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194731504.0,7562835456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49480544256.0,,,,,,,,,7361101824.0,,,,,,122491895808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72331493376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25024000000.0,,,,,,6079757824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236946944.0,,,5945079808.0,,,,,2107480064.0,,,,,,,,,5763846656.0,,,,,,,3291625.0,213719040000.0,,39043846144.0,6282569216.0,,,,,,,,,,,,,,,,,,,,9994919936.0,,,,,,,,,,,,,227212928.0,,,,,,,16277959680.0,,991638592.0,,,,,,,,,,,,,5269543936.0,,62715961344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24974268416.0,,,,,,,,,,,,,,,,,,,,,7214802944.0,,,,,,,,112588520.0,,,,,,,,,,,,3674027520.0,,,,,4222742016.0,22517530624.0,,101759803392.0,,111588835328.0,7808921088.0,,,129704099840.0,,,,,,,,-3424208896.0,,,,,,,,,,24760174592.0,,,,,,,,,,,,,,,,,,,,-47260155904.0,,,,,370402080.0,111959236608.0,213719040000.0
[140410],메지온,코스닥시장상장법인,701.0,자연과학 및 공학 연구개발업,12.0,2019-12-31,사업보고서,,,51849134080.0,15644307456.0,,,,20500000768.0,2866924288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199451104.0,6002665984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287802720.0,,,,,,7024578560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4902373888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619739776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58873712640.0,,13509662720.0,3573808640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76954016.0,,,,,,,,,,,,,,,,,,,,,,,438422912.0,,2533964800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419534080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16043627520.0,,42830086144.0,4352975872.0,,,82963431424.0,,,,,,,,3871764992.0,,,,,,,,,,-1006951360.0,,,,,,,,,,,,,,,,,,,,-47351140352.0,,,,,,42830086144.0,58873712640.0
[241770],메카로,코스닥시장상장법인,204.0,기타 화학제품 제조업,12.0,2019-12-31,사업보고서,,,77228040192.0,55094431744.0,,,,0.0,,6638702592.0,,,,,,,,,,,,,,,,,,807316608.0,,,196804112.0,,,,,,,,,,,,,,12043689984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447091712.0,,,,,,82922651648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73630072832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943911744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795578368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000000.0,,,,,,,,,,,,,,1668917376.0,,584170112.0,160150683648.0,,11689538560.0,6591438336.0,2183068160.0,,,,,,,,,,,,,,,,,,,500000000.0,0.0,,,,,,,,652602176.0,,,708053440.0,,,,,,,,,,,,,,,,,,,,,,,1054376768.0,,4589039616.0,490707616.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,306537440.0,,,,,,,,,,,,,,,,,,,,,,3791773184.0,,,,,21567.0,,,16278578176.0,,141278314496.0,5050570240.0,,,68997996544.0,,,,,,,,-488263200.0,,,,,,,,,,3853609.0,,,,,,,,,,,,,,,,,,,,67714158592.0,,,,,2593800448.0,143872114688.0,160150683648.0
[090370],메타랩스,유가증권시장상장법인,141.0,봉제의복 제조업,12.0,2019-12-31,사업보고서,,,35542888448.0,6152526848.0,,,,8548386816.0,,11668512768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230583856.0,4779371520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1495529856.0,,,,,,,743556928.0,,,,,,,,,1909011712.0,,,,,0.0,62746828800.0,103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286921728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200607488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,53216927744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670060800.0,,,,,,,,,,,,,,,,0.0,,,,,,269310848.0,,0.0,98289713152.0,,24602951680.0,,495995616.0,,73510344.0,,,,,,,,,,,,,,,,,6557440000.0,,0.0,,8348663808.0,0.0,,,,2976572160.0,,,623997760.0,3008333312.0,,,,,,,1690795008.0,,11114262.0,,,,,,,,,,,,0.0,783422144.0,,15080004608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4072018176.0,,430000000.0,,,6289032704.0,,,,,38572380.0,,,,,,,,,,,,147297840.0,,,,,4103083264.0,,,39682953216.0,,56882233344.0,26154493952.0,26154493952.0,,55484805120.0,58036092928.0,0.0,663756032.0,,747971776.0,,-3963018496.0,,,,,,,,,,1797857024.0,-400822016.0,,,,,-402136288.0,,,,,,,,,,,-1314280.0,,,0.0,-26154096640.0,,,,,1724526208.0,58606759936.0,98289713152.0
