영문 Label,한글 Label,Data Type,IFRS Reference,Element ID,Element Name
Exchangeable rights adjustment of exchangeable bonds,교환사채전환권조정,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_ExchangeableRightsAdjustmentOfExchangeableBonds,ExchangeableRightsAdjustmentOfExchangeableBonds
Discount on exchangeable bonds,교환사채할인발행차금,(X),"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_DiscountOnExchangeableBonds,DiscountOnExchangeableBonds
Premium on exchangeable bonds,교환사채할증발행차금,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_PremiumOnExchangeableBonds,PremiumOnExchangeableBonds
Non-current finance lease liabilities,비유동금융리스부채,X,K-IFRS 1017 문단 23,dart_NonCurrentFinanceLeaseLiabilities,NonCurrentFinanceLeaseLiabilities
Non-current lease liabilities,비유동리스부채,X,K-IFRS 1116 문단 47 (2),ifrs-full_NoncurrentLeaseLiabilities,NoncurrentLeaseLiabilities
Non-current workout payables,비유동회생채무,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_NonCurrentWorkoutPayables,NonCurrentWorkoutPayables
Other non-current financial liabilities,기타비유동금융부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 60",ifrs-full_OtherNoncurrentFinancialLiabilities,OtherNoncurrentFinancialLiabilities
Non-current financial liabilities at fair value through profit or loss,비유동당기손익인식금융부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_NonCurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,NonCurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss
"Non-current financial liabilities at fair value through profit or loss, classified as held for trading",비유동 단기매매정의 충족 금융부채,X,K-IFRS 1107 문단 8 (5)(나),ifrs-full_NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading
"Non-current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",비유동 당기손익-공정가치 측정 지정 금융부채,X,K-IFRS 1107 문단 8 (5)(가) ,ifrs-full_NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition
Non-current financial liabilities at amortised cost,비유동 상각후원가 측정 금융부채,X,K-IFRS 1107 문단 8 (7),ifrs-full_NoncurrentFinancialLiabilitiesAtAmortisedCost,NoncurrentFinancialLiabilitiesAtAmortisedCost
Non-current financial guarantee liabilities,비유동금융보증부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1039 문단 47 (3)",dart_NonCurrentFinancialGuaranteeLiabilities,NonCurrentFinancialGuaranteeLiabilities
Non-current derivative liabilities,비유동파생상품부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_NonCurrentDerivativeLiabilities,NonCurrentDerivativeLiabilities
Non-current firm commitment liabilities,비유동확정계약부채,X,"K-IFRS 1001 문단 54 (13), 
K-IFRS 1001 문단 58 ",dart_NonCurrentFirmCommitmentLiabilities,NonCurrentFirmCommitmentLiabilities
Non-current provisions,비유동충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4)",ifrs-full_NoncurrentProvisions,NoncurrentProvisions
Non-current provisions for employee benefits,비유동종업원급여충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4)",ifrs-full_NoncurrentProvisionsForEmployeeBenefits,NoncurrentProvisionsForEmployeeBenefits
Non-current provisions for returned goods,비유동반품충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_NonCurrentProvisionsForReturnedGoods,NonCurrentProvisionsForReturnedGoods
Non-current provisions for construction warranties,비유동하자보수충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_NonCurrentProvisionsForConstructionWarranties,NonCurrentProvisionsForConstructionWarranties
Non-current provisions for product warranties,비유동판매보증충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_NonCurrentProvisionsForProductWarranties,NonCurrentProvisionsForProductWarranties
Non-current provision for construction losses,비유동공사손실충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",dart_NonCurrentProvisionForConstructionLosses,NonCurrentProvisionForConstructionLosses
Long-term warranty provision,장기제품보증충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_LongtermWarrantyProvision,LongtermWarrantyProvision
Long-term restructuring provision,장기구조조정충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_LongtermRestructuringProvision,LongtermRestructuringProvision
Long-term legal proceedings provision,장기법적소송충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_LongtermLegalProceedingsProvision,LongtermLegalProceedingsProvision
Long-term onerous contracts provision,장기손실부담계약충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_LongtermOnerousContractsProvision,LongtermOnerousContractsProvision
"Long-term provision for decommissioning, restoration and rehabilitation costs","장기 사후처리, 복구, 정화 비용을 위한 충당부채",X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts
Long-term miscellaneous other provisions,그 밖의 기타장기충당부채,X,"K-IFRS 1001 문단 54 (12), 
K-IFRS 1001 문단 78 (4),
K-IFRS 1001 문단 58 ",ifrs-full_LongtermMiscellaneousOtherProvisions,LongtermMiscellaneousOtherProvisions
Post-employment benefit obligations,퇴직급여부채,X,K-IFRS 1019 문단 66 ,dart_PostemploymentBenefitObligations,PostemploymentBenefitObligations
Present value of defined benefit obligation,확정급여채무의현재가치,X,"K-IFRS 1019 문단 140 (2), ",dart_PresentValueOfDefinedBenefitObligation,PresentValueOfDefinedBenefitObligation
Fair value of plan assets,사외적립자산의공정가치,(X),"K-IFRS 1019 문단 140 (1), ",dart_FairValueOfPlanAssets,FairValueOfPlanAssets
Invested asset for post-employment benefit contra account,퇴직급여운용자산/퇴직연금운용자산,(X),"K-IFRS 1019 문단 140 (1), ",dart_InvestedAssetForPostemploymentBenefitContraAccount,InvestedAssetForPostemploymentBenefitContraAccount
Deposits for severance insurance contra account,퇴직보험예치금,(X),"K-IFRS 1019 문단 140 (1), ",dart_DepositsForSeveranceInsuranceContraAccount,DepositsForSeveranceInsuranceContraAccount
Deferred tax liabilities,이연법인세부채,X,"K-IFRS 1001 문단 54 (15), 
K-IFRS 1001 문단 56,",ifrs-full_DeferredTaxLiabilities,DeferredTaxLiabilities
Other non-current liabilities,기타비유동부채,X,K-IFRS 1001 문단 58 ,dart_OtherNonCurrentLiabilities,OtherNonCurrentLiabilities
Non-current emission liabilities,비유동배출부채,X,일반기업회계기준 33.14,dart_NonCurrentEmissionLiabilities,NonCurrentEmissionLiabilities
Total liabilities,부채총계,,0,ifrs-full_Liabilities,Liabilities
Equity [abstract],자본 [abstract],,0,ifrs-full_EquityAbstract,EquityAbstract
Issued capital,자본금,X,"K-IFRS 1001 문단 54 (18), 
K-IFRS 1001 문단 78 (5), ",ifrs-full_IssuedCapital,IssuedCapital
